gene	esoxID	cas	chr	start	end
110485906	ENSELUG00000009315	cas3	13	20914197	20916586
110485913	ENSELUG00000009096	cas2	13	20973244	20984654
110485950	ENSELUG00000007975	cas2	13	22150507	22193737
110485952	ENSELUG00000007680	cas2	13	22273348	22289965
110485953	ENSELUG00000007744	cas2	13	22243279	22270450
110485954	ENSELUG00000007704	cas2	13	22270461	22273346
110485958	ENSELUG00000007365	cas3	13	22344499	22415526
110485963	ENSELUG00000013268	cas2	13	22530805	22532985
110485973	ENSELUG00000013677	cas2	13	22766301	22834643
110485975	ENSELUG00000013863	cas2	13	23065422	23070647
110485976	ENSELUG00000013923	cas2	13	23071006	23077109
110485978	ENSELUG00000013993	cas2	13	23080663	23325301
110485979	ENSELUG00000002993	cas1	1	14172519	14185257
110485980	ENSELUG00000007261	cas2	2	28914821	28931101
110485983	ENSELUG00000014042	cas2	13	23330234	23353922
110485984	ENSELUG00000014077	cas2	13	23367205	23391112
110485985	ENSELUG00000014102	cas2	13	23402396	23441245
110485986	ENSELUG00000014335	cas2	13	23442487	23499325
110485990	ENSELUG00000007274	cas2	2	28931988	28951235
110485991	ENSELUG00000014492	cas2	13	23511706	23587698
110485995	ENSELUG00000014756	cas2	13	23679754	23685732
110485997	ENSELUG00000013103	cas2	13	23710527	23716337
110485998	ENSELUG00000007283	cas2	2	28977829	29007911
110485999	ENSELUG00000012818	cas2	13	23761786	23772997
110486000	ENSELUG00000013038	cas2	13	23728681	23754557
110486002	ENSELUG00000012985	cas2	13	23754159	23761800
110486004	ENSELUG00000001065	cas2	13	23807835	23865695
110486005	ENSELUG00000012544	cas2	13	23878481	23890527
110486007	ENSELUG00000012534	cas2	13	23894045	23912203
110486008	ENSELUG00000012510	cas2	13	23984759	23990432
110486010	ENSELUG00000012386	cas2	13	24066642	24084623
110486012	ENSELUG00000012493	cas2	13	24035212	24046678
110486013	ENSELUG00000012297	cas2	13	24086694	24134220
110486014	ENSELUG00000012264	cas2	13	24145212	24158953
110486015	ENSELUG00000000448	cas2	13	24160258	24169942
110486017	ENSELUG00000012166	cas2	13	24181436	24184545
110486019	ENSELUG00000012000	cas2	13	24261947	24300246
110486021	ENSELUG00000011957	cas2	13	24317048	24321237
110486022	ENSELUG00000011909	cas2	13	24326618	24341988
110486023	ENSELUG00000011877	cas2	13	24342462	24344998
110486024	ENSELUG00000011861	cas2	13	24349071	24350725
110486025	ENSELUG00000011722	cas2	13	24413520	24441284
110486034	ENSELUG00000015682	cas2	13	24707147	24718537
110486035	ENSELUG00000015731	cas2	13	24720012	24726010
110486037	ENSELUG00000015770	cas2	13	24902185	24903303
110486042	ENSELUG00000007347	cas2	2	29087417	29090611
110486043	ENSELUG00000015998	cas2	13	25109539	25141415
110486047	ENSELUG00000023376	cas4	13	25220536	25319211
110486054	ENSELUG00000003988	cas2	13	25441115	25455367
110486059	ENSELUG00000016285	cas1	13	25628764	25663083
110486061	ENSELUG00000016998	cas1	13	28861332	28904814
110486073	ENSELUG00000017198	cas4	13	29593544	29616626
110486076	ENSELUG00000017559	cas1	13	29740563	29786816
110486078	ENSELUG00000017830	cas3	13	29914364	29933793
110486080	ENSELUG00000018155	cas2	13	30130837	30142410
110486082	ENSELUG00000018396	cas2	13	30264043	30283045
110486084	ENSELUG00000018528	cas2	13	30296112	30308297
110486088	ENSELUG00000023079	cas2	17	20148321	20155640
110486090	ENSELUG00000013798	cas5	12	92503706	92526039
110486093	ENSELUG00000013815	cas2	12	92458493	92486264
110486127	ENSELUG00000001208	cas2	13	31623985	31627136
110486128	ENSELUG00000010599	cas2	13	31642382	31649841
110486130	ENSELUG00000010546	cas2	13	31666240	31673890
110486134	ENSELUG00000012482	cas2	13	32001741	32159164
110486146	ENSELUG00000013907	cas2	13	33001356	33230495
110486156	ENSELUG00000014339	cas2	13	33616963	33625459
110486163	ENSELUG00000001258	cas2	2	29478694	29489250
110486164	ENSELUG00000014706	cas2	13	33788735	33809285
110486166	ENSELUG00000014755	cas2	13	34091465	34148712
110486169	ENSELUG00000014720	cas2	13	34139572	34142659
110486173	ENSELUG00000014819	cas2	13	34178920	34182319
110486190	ENSELUG00000015433	cas2	13	34712159	34715782
110486192	ENSELUG00000007551	cas2	2	29496867	29512154
110486193	ENSELUG00000015441	cas2	13	34722212	34735641
110486194	ENSELUG00000015603	cas2	13	34894771	34906048
110486196	ENSELUG00000015724	cas4	13	34955716	34966896
110486202	ENSELUG00000016081	cas2	13	35076805	35107630
110486207	ENSELUG00000016202	cas2	13	35487925	35497727
110486209	ENSELUG00000016381	cas2	13	35537274	35547651
110486212	ENSELUG00000016507	cas2	13	35565730	35582423
110486213	ENSELUG00000016611	cas2	13	35621377	35623321
110486216	ENSELUG00000007620	cas5	2	29557303	29570811
110486219	ENSELUG00000017052	cas3	13	35862093	35864645
110486223	ENSELUG00000017233	cas2	13	36007038	36034651
110486224	ENSELUG00000017268	cas2	13	36035614	36039257
110486225	ENSELUG00000017285	cas2	13	36041771	36047808
110486233	ENSELUG00000017763	cas2	13	36363555	36368288
110486234	ENSELUG00000017776	cas1	13	36373524	36376546
110486235	ENSELUG00000017785	cas3	13	36389870	36397697
110486236	ENSELUG00000017838	cas2	13	36397822	36412496
110486237	ENSELUG00000017909	cas2	13	36413019	36443038
110486238	ENSELUG00000017925	cas2	12	69730257	69735305
110486239	ENSELUG00000017932	cas2	13	36505619	36522760
110486240	ENSELUG00000017967	cas2	13	36525639	36547943
110486241	ENSELUG00000018025	cas3	13	36561330	36582092
110486244	ENSELUG00000018077	cas2	13	36632446	36664344
110486249	ENSELUG00000000754	cas2	13	36688159	36692640
110486250	ENSELUG00000018295	cas3	13	36693180	36722611
110486251	ENSELUG00000018311	cas1	13	36726699	36732207
110486253	ENSELUG00000018344	cas2	13	36840781	36852060
110486259	ENSELUG00000018495	cas2	13	37120588	37133109
110486260	ENSELUG00000018516	cas2	13	37133819	37151534
110486261	ENSELUG00000018556	cas2	13	37183781	37186986
110486262	ENSELUG00000018604	cas3	13	37190627	37284114
110486264	ENSELUG00000018963	cas2	13	37458234	37479500
110486265	ENSELUG00000018982	cas2	13	37486500	37502910
110486266	ENSELUG00000018999	cas2	13	37580748	37586162
110486268	ENSELUG00000019123	cas4	13	37609264	37617259
110486270	ENSELUG00000019167	cas5	13	37647097	37651150
110486271	ENSELUG00000019221	cas2	13	37748605	37771147
110486272	ENSELUG00000019230	cas2	13	37841660	37844391
110486282	ENSELUG00000019721	cas2	13	38052549	38072296
110486283	ENSELUG00000019597	cas2	13	38023066	38034880
110486285	ENSELUG00000019689	cas2	13	38044043	38052087
110486286	ENSELUG00000019653	cas2	13	38035088	38043369
110486288	ENSELUG00000019848	cas2	13	38292212	38303843
110486290	ENSELUG00000019920	cas2	13	38327857	38365149
110486291	ENSELUG00000019895	cas2	13	38320060	38328756
110486292	ENSELUG00000020021	cas2	13	38369456	38390621
110486293	ENSELUG00000007840	cas2	2	29698659	29707941
110486296	ENSELUG00000020099	cas2	13	38474403	38482105
110486297	ENSELUG00000020113	cas2	13	38490118	38551806
110486298	ENSELUG00000020183	cas2	13	38554081	38573063
110486300	ENSELUG00000020224	cas2	13	38712701	38807558
110486302	ENSELUG00000020234	cas3	13	38876161	38877972
110486303	ENSELUG00000020262	cas2	13	38880258	38903688
110486305	ENSELUG00000020382	cas5	13	38934103	38962100
110486307	ENSELUG00000020472	cas2	13	39065164	39071223
110486308	ENSELUG00000000896	cas2	13	39083481	39092678
110486310	ENSELUG00000020524	cas2	13	39136920	39182995
110486311	ENSELUG00000020557	cas5	13	39220079	39223322
110486312	ENSELUG00000020603	cas2	13	39223868	39234624
110486313	ENSELUG00000020623	cas2	13	39248150	39250295
110486316	ENSELUG00000020751	cas2	13	39287434	39296189
110486317	ENSELUG00000020700	cas2	13	39281943	39287336
110486318	ENSELUG00000020887	cas2	13	39328367	39331966
110486319	ENSELUG00000020864	cas2	13	39322699	39328119
110486320	ENSELUG00000020900	cas2	13	39526773	39615110
110486321	ENSELUG00000020915	cas2	13	39679600	39693838
110486323	ENSELUG00000021003	cas3	13	39739422	39760173
110486324	ENSELUG00000021045	cas2	13	39767116	39797737
110486332	ENSELUG00000021252	cas2	13	39973210	39982146
110486338	ENSELUG00000021492	cas2	13	40187986	40216345
110486339	ENSELUG00000021685	cas2	13	40397261	40406809
110486340	ENSELUG00000003114	cas1	1	14318536	14349627
110486343	ENSELUG00000021658	cas2	13	40359795	40370035
110486344	ENSELUG00000021577	cas2	13	40352093	40354570
110486345	ENSELUG00000021672	cas5	13	40388944	40397229
110486346	ENSELUG00000021693	cas3	13	40410678	40413435
110486347	ENSELUG00000021768	cas4	13	40439338	40484785
110486359	ENSELUG00000022513	cas2	13	40638211	40660823
110486363	ENSELUG00000000987	cas5	13	40749095	40775504
110486365	ENSELUG00000023410	cas2	13	40844051	40859584
110486366	ENSELUG00000023490	cas2	13	40863806	40869040
110486367	ENSELUG00000023511	cas2	13	40869151	40871662
110486373	ENSELUG00000023699	cas3	13	40989587	40993993
110486377	ENSELUG00000024488	cas2	13	41065494	41087276
110486380	ENSELUG00000006308	cas2	13	41524871	41529749
110486382	ENSELUG00000006223	cas2	13	41460389	41507736
110486383	ENSELUG00000006337	cas2	13	41541160	41553591
110486386	ENSELUG00000006472	cas3	13	41581698	41594890
110486388	ENSELUG00000006495	cas2	13	41594491	41603120
110486392	ENSELUG00000006546	cas2	13	41716379	41724910
110486393	ENSELUG00000006560	cas3	13	41725115	41731059
110486394	ENSELUG00000006622	cas2	13	41739508	41772444
110486395	ENSELUG00000006654	cas3	13	41773456	41777013
110486396	ENSELUG00000006701	cas3	13	41778349	41857626
110486398	ENSELUG00000008447	cas2	2	29880225	29900765
110486399	ENSELUG00000006897	cas2	13	41871648	42008584
110486400	ENSELUG00000001611	cas2	13	42007646	42015906
110486401	ENSELUG00000007133	cas2	13	42047390	42133078
110486402	ENSELUG00000000256	cas2	13	42133629	42142203
110486404	ENSELUG00000007207	cas3	13	42155174	42158198
110486408	ENSELUG00000007292	cas2	13	42377294	42395739
110486410	ENSELUG00000007331	cas5	13	42395802	42424908
110486414	ENSELUG00000007572	cas2	13	42479024	42484604
110486416	ENSELUG00000000279	cas2	13	42523876	42528284
110486417	ENSELUG00000007725	cas3	13	42536433	42543540
110486421	ENSELUG00000007878	cas3	13	42572799	42588640
110486422	ENSELUG00000008057	cas2	13	42612627	42616732
110486429	ENSELUG00000008210	cas2	13	42700605	42724376
110486430	ENSELUG00000008252	cas2	13	42725254	42734581
110486431	ENSELUG00000008292	cas2	13	42735313	42750349
110486433	ENSELUG00000000309	cas6	13	42787639	42794171
110486436	ENSELUG00000000319	cas2	13	42794608	42797362
110486437	ENSELUG00000008577	cas2	13	42833554	42855208
110486439	ENSELUG00000008582	cas2	13	42866847	42869075
110486442	ENSELUG00000008788	cas2	13	42922020	42931979
110486443	ENSELUG00000008759	cas3	13	42911916	42921879
110486444	ENSELUG00000008812	cas5	13	42932944	42948586
110486445	ENSELUG00000008885	cas2	13	42951079	42953306
110486446	ENSELUG00000008971	cas5	13	42993642	43003153
110486447	ENSELUG00000008911	cas2	13	42963102	42990476
110486449	ENSELUG00000008949	cas2	13	42990701	42993308
110486452	ENSELUG00000009036	cas2	13	43018526	43020625
110486455	ENSELUG00000009174	cas2	13	43039494	43049749
110486458	ENSELUG00000000346	cas4	13	43265779	43272054
110486462	ENSELUG00000008674	cas2	2	30097171	30103693
110486463	ENSELUG00000009415	cas2	13	43346778	43353148
110486464	ENSELUG00000009448	cas2	13	43397744	43402308
110486465	ENSELUG00000009458	cas2	13	43406158	43407943
110486467	ENSELUG00000009495	cas3	13	43415407	43418459
110486473	ENSELUG00000008761	cas2	2	30115535	30168611
110486474	ENSELUG00000009601	cas2	13	43764967	43948465
110486476	ENSELUG00000000354	cas2	13	43973455	43974722
110486477	ENSELUG00000009679	cas2	13	43978784	43992248
110486478	ENSELUG00000009759	cas2	13	44016590	44021722
110486479	ENSELUG00000009773	cas2	13	44024053	44029014
110486480	ENSELUG00000001292	cas2	13	44021777	44025074
110486481	ENSELUG00000001392	cas3	2	30179985	30205554
110486482	ENSELUG00000009816	cas2	13	44053297	44067701
110486484	ENSELUG00000009782	cas3	13	44029955	44043512
110486487	ENSELUG00000009838	cas5	13	44072439	44087652
110486489	ENSELUG00000009874	cas5	13	44121355	44169150
110486494	ENSELUG00000001207	cas2	13	44240194	44244313
110486496	ENSELUG00000009955	cas3	13	44295576	44311575
110486497	ENSELUG00000010087	cas2	13	44320001	44342927
110486498	ENSELUG00000010142	cas2	13	44344598	44352509
110486499	ENSELUG00000010183	cas2	13	44360414	44370469
110486500	ENSELUG00000000372	cas2	13	44377441	44397427
110486501	ENSELUG00000010295	cas2	13	44399077	44413719
110486502	ENSELUG00000010448	cas2	13	44496966	44510125
110486504	ENSELUG00000010461	cas2	13	44513282	44545484
110486505	ENSELUG00000003131	cas1	1	14350545	14495848
110486506	ENSELUG00000010494	cas2	13	44554447	44601022
110486510	ENSELUG00000010581	cas2	13	44656990	44663565
110486511	ENSELUG00000010704	cas3	13	44699535	44731365
110486513	ENSELUG00000010652	cas2	13	44682056	44690065
110486516	ENSELUG00000010871	cas2	13	44760430	44772324
110486517	ENSELUG00000010823	cas2	13	44753007	44760092
110486518	ENSELUG00000010844	cas2	13	44772602	44774634
110486521	ENSELUG00000010978	cas2	13	44856937	44864226
110486523	ENSELUG00000000396	cas2	13	44944449	44956000
110486526	ENSELUG00000010247	cas2	13	44967689	44996127
110486545	ENSELUG00000009534	cas2	13	45484798	45524322
110486548	ENSELUG00000009107	cas2	13	45621533	45627020
110486554	ENSELUG00000008813	cas2	13	45710149	45716653
110486559	ENSELUG00000009040	cas3	2	30314585	30321121
110486560	ENSELUG00000017017	cas2	13	45912255	45931007
110486564	ENSELUG00000017153	cas2	12	79049969	79053051
110486568	ENSELUG00000017281	cas7	13	46212178	46228955
110486569	ENSELUG00000017322	cas2	13	46230384	46235927
110486573	ENSELUG00000017354	cas5	13	46257363	46272370
110486582	ENSELUG00000017609	cas2	13	46483136	46485100
110486585	ENSELUG00000009148	cas2	2	30352768	30359695
110486588	ENSELUG00000017703	cas2	13	46559808	46565672
110486589	ENSELUG00000017761	cas2	13	46571242	46672347
110486590	ENSELUG00000017819	cas5	13	46827752	46914958
110486591	ENSELUG00000018011	cas2	13	47395330	47400760
110486594	ENSELUG00000018084	cas2	13	47460436	47466735
110486607	ENSELUG00000000778	cas2	13	47875406	47912448
110486612	ENSELUG00000018459	cas5	13	47952948	47960452
110486620	ENSELUG00000018573	cas2	13	48094411	48102030
110486624	ENSELUG00000018698	cas2	13	48197514	48204821
110486626	ENSELUG00000018709	cas2	13	48219979	48231937
110486637	ENSELUG00000003154	cas1	1	14494810	14529940
110486644	ENSELUG00000019220	cas2	13	48532510	48540487
110486649	ENSELUG00000000845	cas3	13	48689028	48697978
110486650	ENSELUG00000019475	cas5	13	48698203	48704379
110486651	ENSELUG00000019479	cas5	13	48705713	48724776
110486652	ENSELUG00000019500	cas5	13	48731139	48739071
110486653	ENSELUG00000019562	cas2	13	48748015	48796028
110486654	ENSELUG00000019583	cas2	13	48824468	48831876
110486656	ENSELUG00000019674	cas2	13	48875671	48936482
110486657	ENSELUG00000019710	cas2	13	48946728	48956570
110486659	ENSELUG00000019807	cas6	13	49065331	49078168
110486660	ENSELUG00000019861	cas2	13	49081433	49096321
110486661	ENSELUG00000019899	cas2	13	49104102	49113258
110486662	ENSELUG00000019878	cas2	13	49100007	49104036
110486665	ENSELUG00000019910	cas3	13	49114958	49130957
110486670	ENSELUG00000019951	cas5	13	49210465	49213419
110486671	ENSELUG00000019919	cas2	13	49198846	49202693
110486673	ENSELUG00000019963	cas3	13	49215758	49219547
110486674	ENSELUG00000000886	cas2	13	49267608	49277799
110486675	ENSELUG00000020048	cas4	13	49251627	49263335
110486679	ENSELUG00000000888	cas2	13	49300153	49312989
110486682	ENSELUG00000020204	cas7	13	49326722	49339857
110486683	ENSELUG00000020298	cas2	13	49365418	49369859
110486684	ENSELUG00000020329	cas7	13	49370238	49384522
110486686	ENSELUG00000000898	cas3	13	49467766	49485525
110486687	ENSELUG00000020528	cas2	13	49486817	49504819
110486688	ENSELUG00000020593	cas3	13	49515050	49522522
110486690	ENSELUG00000020637	cas2	13	49522530	49530733
110486692	ENSELUG00000020657	cas2	13	49530771	49533590
110486693	ENSELUG00000020709	cas3	13	49533020	49551503
110486695	ENSELUG00000020723	cas3	13	49558788	49567825
110486696	ENSELUG00000020756	cas7	13	49571508	49577269
110486698	ENSELUG00000021845	cas5	13	49831067	49853671
110486699	ENSELUG00000021915	cas5	13	49970722	50040333
110486705	ENSELUG00000009552	cas2	2	30748055	30758543
110486706	ENSELUG00000022131	cas2	13	50130444	50135992
110486707	ENSELUG00000022103	cas2	13	50127555	50130302
110486709	ENSELUG00000009592	cas3	2	30779459	30798791
110486710	ENSELUG00000022078	cas2	13	50123190	50127201
110486711	ENSELUG00000022180	cas4	13	50152380	50600432
110486712	ENSELUG00000022239	cas2	13	50625720	50631000
110486717	ENSELUG00000022357	cas2	13	50682397	50690002
110486718	ENSELUG00000022350	cas4	13	50659213	50681790
110486719	ENSELUG00000022407	cas2	13	50690182	50697090
110486720	ENSELUG00000022338	cas3	13	50655021	50658896
110486721	ENSELUG00000022433	cas2	13	50699063	50704298
110486723	ENSELUG00000022510	cas5	13	50715377	50719819
110486724	ENSELUG00000009636	cas2	2	30798780	30807966
110486726	ENSELUG00000022776	cas2	13	50832804	50876302
110486727	ENSELUG00000001414	cas2	2	30761285	30773403
110486729	ENSELUG00000022789	cas3	13	50885729	50894479
110486730	ENSELUG00000022785	cas2	13	50876515	50883694
110486735	ENSELUG00000023271	cas4	13	51344378	51373991
110486737	ENSELUG00000023399	cas5	13	51394436	51404580
110486738	ENSELUG00000023426	cas5	13	51405257	51412417
110486740	ENSELUG00000023435	cas3	13	51422590	51424573
110486741	ENSELUG00000023492	cas2	13	51427685	51441706
110486742	ENSELUG00000023631	cas5	13	51442887	51464818
110486743	ENSELUG00000023698	cas4	13	51470090	51508651
110486745	ENSELUG00000023760	cas5	13	51562364	51566331
110486749	ENSELUG00000023942	cas7	13	51592159	51607002
110486760	ENSELUG00000023861	cas5	13	51581861	51585591
110486767	ENSELUG00000004289	cas6	13	52374824	52390015
110486770	ENSELUG00000004456	cas3	12	85241714	85347238
110486773	ENSELUG00000004456	cas3	13	52452794	52612169
110486774	ENSELUG00000004509	cas2	13	52705551	52731809
110486776	ENSELUG00000004553	cas2	13	52730378	52741555
110486782	ENSELUG00000004718	cas2	13	53116272	53122404
110486783	ENSELUG00000004742	cas6	12	85975935	85979930
110486786	ENSELUG00000005241	cas2	13	53607021	53638313
110486787	ENSELUG00000005283	cas2	13	53641894	53658826
110486790	ENSELUG00000005388	cas5	13	53680096	53690204
110486791	ENSELUG00000005464	cas2	13	53699239	53708270
110486792	ENSELUG00000005419	cas2	13	53690460	53694370
110486794	ENSELUG00000005502	cas2	13	53713123	53725269
110486798	ENSELUG00000005558	cas2	12	95327588	95377378
110486799	ENSELUG00000005574	cas5	13	53793576	53803352
110486800	ENSELUG00000001391	cas5	13	53806640	54049592
110486805	ENSELUG00000021356	cas7	17	16294009	16359266
110486806	ENSELUG00000005769	cas2	12	95823882	95848439
110486813	ENSELUG00000006022	cas5	13	54701105	54710557
110486827	ENSELUG00000006388	cas2	13	54833110	54889445
110486837	ENSELUG00000001391	cas5	12	95395260	95621138
110486840	ENSELUG00000006548	cas3	13	54925567	54933422
110486846	ENSELUG00000006568	cas3	13	54939020	54940491
110486847	ENSELUG00000006621	cas2	13	55254697	55276671
